10001,呐，回神啦，真是的，最近总是走神呢。
10002,啊哈哈，抱歉啊露娜。
10003,身为要塞将士，你要时刻记着肩上的责任，不可懈怠。
10004,嘛嘛，现在是和平时期，克里斯你也别对他太严厉了。
10005,无论任何时期，都应该随时保持警惕！
10006,克里斯真的好严厉呢。
10007,这也是为了我好吧，我知道了，会时刻保持警惕的。
10008,不好！城邦遭到了变异者的突袭！立刻准备迎战！
10009,等等！你们看屏幕！
10010,克里斯那女人，竟然藏在我们眼皮子底下这么久！
10011,最危险的地方就是最安全的地方，去吧，把这座城市全都摧毁！连同那个背叛者一起！
10012,喂喂，骗人的吧…这种规模怎么打…
10013,！？戴维斯？你把元帅徽章给我做什么？
10014,早就决定要给你了，只是没想到会在这种情况下…哈哈…
10015,戴维斯元帅…还有克里斯…你们不会是打算…
10016,啊，如你所想，这是一场硬仗，为了大家的安全，我们必须拼死一战！
10017,要战斗的话，我也一起…
10018,不行！
10019,克里斯…
10020,小子，你是最后的希望，从现在开始你就是元帅，你要负责把大家带到安全的地方。
10021,戴维斯，他们来了！
10022,快走吧小子！我们会尽全力为你们争取多一点时间的，别让我失望啊！
10023,戴维斯！克里斯！
10024,元帅……元帅……醒醒，地面侦测有反应了
10025,呃，情况如何，安全区域足够我们降落么？
10026,恩……在30公里外森林附近，诱发因子浓度安全，附近也没有城邦活动的痕迹，但……
10027,有什么困难么？
10028,我们的燃料只够勉强降落，如果遇到什么意外的话……
10029,安心吧，现在最重要的是让大家安全的回到地面，之后的事情，有我在呢
10030,要是克里斯在这里就好了…，不像我没有办法帮到你……
10031,露娜已经帮了很多了，只要我们坚持下去，总有一天，会和所有人重逢的！
10032,……元帅……
10033,现在准备降落吧，把大家都安全的带回地面
10034,嗯！我会和元帅一起加油的！
10035,随着一阵机械的轰鸣，浮动要塞缓缓降落在森林的空地上
43000,地图内的变异者不会变强，但佣兵可以通过培养变强，元帅可以增强佣兵实力后再来进行挑战！
43001,啊~~真是的！为什么偏偏要到这么冷的地方来啊！冷死本小姐了！（不满地看过来，一脸幽怨）
43002,这里就是克里斯的故乡？冰天雪地的，连杂草都少得可怜，这里真的有我们需要的东西吗？
43003,克里斯不会骗我的，她说有就一定会有，我相信她（坚定）
43004,前面有个人，我们去问问看吧。
43005,请问……（正准备向对方搭话，只见她转过身来，看到了一张无比熟悉的面孔）安小姐！？
43006,哟（笑着挥挥手），动作真慢呐，我已经等很久了。
43007,安小姐怎么会在这里？
43008,啊，被那个女人拜托是件很有负担的事情，不过既然答应了，当然是要遵守约定的（笑眯眯）。
43009,那个女人让我转告你们，这里以前的居民们大部分都已经变成了疯狂变异者，他们本能地守着自己原来的那点财物。
43010,那他们的那些财物……（露娜似乎猜到了什么）
43011,猜对了！（笑着打了个响指）他们守着的那些东西就是那个女人留给你的资源。
43012,他们现在已经不再是人类，而是威胁幸存者性命的存在，所以你们要做的，不仅仅是拿到资源，还要把他们肃清干净（脸色慢慢变得严肃）
43013,（沉默片刻抬起头）我知道了，安小姐，我会尽力而为的。
43014,好的~请好好努力哟~（再次展露笑容）啊，对了，还有一件事得先提醒你们一下，那些变异者里有变身者哦，仔细分辨，别上当了，就这样，再见~
43015,艾琳娜公主？您怎么会在这里？（一脸惊讶）
43016,这是我的全息影像，我听说你们去了极北之地，那里现在非常凶险，奥克告诉我，七美德的蒂利也在那里，不知道她要做什么。
43017,内心：蒂利也来了吗？可是她来这里是为了什么？也是为了这里的资源？
43018,我传了份数据给你，你接收一下，一个是极北之地治疗圣器的地址，另一个是支援者的数据，你选一个吧，希望对你有帮助。
43019,前面的路都没有了，啊！前面有个人，可以问问他怎么走！
43020,！？等等雷莎娜！（察觉到那人不太对劲，着急地叫住她）
43021,喂！大小姐快躲开！那是个伪装成人类的变异者！
43022,地图里一共有11个宝箱，大多数宝箱都有变异者守卫，需要先铲除变异者才能拿到宝箱。
43023,每次战斗之后佣兵的怒气和血量在下次战斗时不会自动回满，注意合理分配每场战斗的上场佣兵。
43024,我去侦查了一下，有些宝箱并没有人看守，可拿了之后会引来变异者，我们一定要小心提高警惕！
43025,所有变异者都铲除后，会激活高级宝箱哦！请元帅加油清理变异者！
43026,恭喜激活高级宝箱，快去领取丰厚奖励吧！
43027,这里的地形被分裂成了好几块，你需要借助传送阵从一个区域移动到另一个区域
43028,注意，一旦被传送就不能回到原来的区域，在传送前一定要确认该区域宝物都已领取哦~
50001,拿了宝物就跑
50002,和守卫大干一架
50003,和守卫好好交流
50004,失败乃成功之母，多多修炼吧~
50005,修炼不错，不愧是我教出来的徒弟。
50006,没有信吗？莉安娜说过会稍信给我的呀~
50007,感谢你，这封信来得及时，真是帮了大忙了！
50008,东西还没有送到吗？请抓紧时间哦，这个很紧急。
50009,我现在临时有事走不开，这封信还请你帮我送一下。
50010,这裂隙怎么回事？充满了令人不安的气息。
50011,这个空间已经非常不稳定了，注意脚下，感觉地面随时都可能塌陷！
50012,选择治疗圣器
50013,选择支援者数据
60001,喂！那边的！你们是谁喵！在这里干什么喵！？
60002,呀！这小猫咪，明明长得这么可爱，说话却这么凶。
60003,少啰嗦喵！一群入侵者！这里是森海的地盘喵！你们随便乱闯是要被抓起来的喵！
60004,这……实在抱歉，要塞已经耗尽了最后的能源，现在想走也走不了了。
60005,胡说八道喵！无礼的入侵者，乱闯地界还胡乱找理由！必须要好好教训你们才行喵！
60006,大家一起上！保护队长！
60007,我说你，他们都差点坠毁了，有点爱心好么？
60008,你又是谁啊喵！和他们是一伙的吗喵！
60009,小不点，在问别人名字之前，得先报上自己的名字，这是基本的礼貌哦~
60010,小…小不点！？可…可恶，你是在小瞧我吗喵！
60011,我一定要让你看看我的厉害喵！
60012,哦，不错不错，小不点这么有活力，让我也有点兴奋了呢~
60013,既然如此，那我就和你认真玩一玩吧！
60014,呃…呜…可…可恶喵…竟然输了…
60015,没受伤就好，还站得起来吗？
60016,不…不要你假好心！
60017,你们这群坏家伙！给我记住喵！我妮可一定会来找你们报仇的喵！
60018,啊，跑掉了，完全不领你的情呢。
60019,那个，感谢帮助，请问你是…
60020,我的名字叫艾希，来自奥汀莱顿学院
60021,听说你们的城邦被毁，联邦军政部特地委托我来帮你。
60022,元帅，有人来帮忙真是太好了呢。
60023,啊，确实我们现在急需人手。
60024,艾希小姐，欢迎你的加入。
60025,需要这么认真么？真是个古板的家伙，叫我艾希就好。
60026,周围似乎还有些隐患，为了大家的安全，需要全部清理干净。
60027,前方传来打斗声……
60028,可恶！这些杂兵真难缠！
60029,那女孩儿好像有危险呢，元帅，要去帮忙吗？
60030,我看她一个人应对得挺好的。
60031,不论是谁，人家有困难总不能放任不管啊。
60032,嘛嘛，我知道了，这就是要帮忙的意思了吧。
60033,喂！你们几个！热闹看够了吧！还不快来帮我！
60034,不管来多少人，都改变不了你们失败的命运！
60035,怎么会这样……我竟然输了……
60036,好疼！
60037,喂，你怎么了？
60038,还不是你们磨磨蹭蹭的，害得我受伤！
60039,这家伙……真让人火大！
60040,那个…你们两个人，请不要吵架。
60041,请问，你叫什么名字？
60042,哼！听好了！本小姐只说一次！本小姐叫雷莎娜！
60043,好的，雷莎娜小姐。
60044,看……看你这么懂规矩的份上，刚才的事，本小姐就不追究了！
60045,现在这里不安全，我们先离开吧。
60046,前面就是要塞了。
60047,元帅，有个人…
60048,等你很久了，打败妮可的人。
60049,你是……
60050,森之守护，奥克。
60051,那个小不点的同伴？你也是来赶我们走的？
60052,如果是因为这个，我已经解释过了，燃料用尽，我们只能在这里落脚。
60053,想要在这里落脚，先证明你的实力，战胜我，你们就可以留下。
60054,我输了。
60055,那么按照约定，我们可以留在这里么。
60056,没问题，森海也需要你们的力量。
60057,有任何需要请尽管吩咐。
60058,难道要本小姐跟你一起做苦力？！开什么玩笑！
60059,世上没有白吃的午餐，大小姐不会想偷懒吧。
60060,啊…又吵起来了…
60061,两个人看上去关系很好呢。
60062,谁跟她关系好啊！
60063,城邦的建设顺利按照计划进行……
60064,今天找了这么多食物，真是太好了呢！
60065,嗯…唔……
60066,艾希这是怎么了？情绪这么低落，出了什么事吗？
60067,总觉得有什么东西在盯着我们……
60068,我看是你想多了，哪有什么东西…
60069,雷莎娜小心！
60070,疼！你在干…！？血…你受伤了！？
60071,没…没事，只是手背有点擦伤。
60072,谁在那儿！？出来！
60073,杀…杀…杀！
60074,那么，这个任务，我们接下了。
60075,啊~~为什么本小姐要跟你们一起去完成这个破任务啊！
60076,就在这时，被控制的森海居民突然攻击雷莎娜！
60077,雷莎娜小姐小心前面！
60078,血！你这傻子不要命了吗？！谁让你这么拼命来救我的！
60079,你们这些杂碎，敢伤本小姐的人！让你们尝尝雷霆的厉害！
60080,啧啧啧，看不出来大小姐认真起来还是可以的嘛~
60081,电系力量么，大小姐也不完全是个花瓶嘛~ 
60082,你说谁是花瓶啊？！你这无礼的女人！
60083,好疼，雷莎娜别乱动啊。
60084,大…大胆，竟然直呼本小姐的名字，不……不过，看在你救了本小姐的份上，特地允许你这么叫也不是不行。
60085,明明很高兴却故作生气呢，雷莎娜真是太可爱了。
60086,可、可爱！？别用这种幼稚的词语来形容我啊！
60087,是是是，大小姐才不可爱，是傲娇才对。
60088,前方突然震动，强大的力量扑面而来！
60089,小心！前面好像有什么东西过来了！
60090,杀！杀！
60091,狮子？！还有这大的不像话的力气，他难道就是我们要找的狮王里昂？！
60092,看他样子不就已经很清楚了吗！
60093,大家小心！制服他就好，不要伤到性命！
60094,呃！
60095,我这是…怎么了？这强大的力量…你们是…
60096,看样子是清醒过来了。不愧是被称为狮王的人，这力量真不是盖的，好久没有这么酣畅淋漓地打过架了。
60097,狮王里昂，我们是受了艾琳娜公主的委托前来找你和失踪的森海居民的，你现在觉得怎么样？ 
60098,我…还好，除了脑袋还有点晕，大家怎么都躺在地上？！究竟发生了什么事？
60099,你和森海居民的意识被人控制了，你还记得自己是怎么被控制的吗？ 
60100,我记得碰到了一个身上插着尖刺的绷带男人，他行迹可疑，我去询问他的来历，在对上他的眼睛后，记忆就模糊了。
60101,插着尖刺的绷带男人……
60102,大小姐脸色这么难看，是害怕了？
60103,我只是在想象那人长什么样而已！
60104,周围的灌木丛发出窸窸窣窣的声音，一堆巨型触手出现在众人面前！
60105,我乃七美德之节制！克利夫是也！违背神明旨意的罪人啊！乖乖接受节制之刑以赎罪吧！
60106,巨型触手渐渐散去，一个身上插着尖刺的绷带男缓缓走来，手上的书典如巨盾，触手从盾中蔓延出来，浑身充满了危险的气息。
60107,就是他！我看到的男人就是他！
60108,喂！那可是克利夫！他不是你一个人能够搞得定的！啧！这狮子怎么这么莽啊！拉都拉不住！
60109,要去帮忙吗？这男人可不好对付，让他一个人上的话，一不小心人就没了哟。
60110,我可是答应了艾琳娜公主把人带回去的。
60111,这么一说，咱们不帮忙都不行了呢。
60112,就凭你们，也想要阻碍神的意志！愚蠢的人啊！感受到神祗的力量了吗！你们的修行还远远不够！
60113,放纵罪孽之人啊，让吾节制使者来执行神的旨意，为尔等原罪之人降下天罚，以示惩戒！
60114,突然！一股强势的气息涌来，将克利夫的部分力量封印！
60115,呃！你的力量…，为什么…他的力量里会拥有那样的气息！
60116,他为什么这么看着你？
60117,我也不知道，可能是因为被打败而有所不甘吧。
60118,叛徒的气息……呵，原来是你和那个女人是一伙的！小子，这次算你走运，暂且饶你一命，不过下次，我一定连你和那女人一并铲除！
60119,无数触手再一次从四面八方袭来，等其散去，克利夫已经不知所踪。
60120,那女人？刚才他说的那女人，是谁？
60121,……雷莎娜的视线好吓人
60122,快来看！这里有根冰刺！
60123,冰刺？这森林深处，怎么会出现冰刺呢？ 
60124,这冰刺上的气息…克里斯！
60125,你说的克里斯到底是谁啊？为什么仅凭一根冰刺你就确定是她啊？
60126,她是我生命中很重要的人，这根冰刺上的气息我再熟悉不过了，我很确定这就是她的
60127, 只是不知道为什么，她既然来了，却不肯出面来见我。
60128,她一定是有什么苦衷，没关系的，如果她不方便来见我们的话，我们去见她就好了
60129,露娜说得不错，我们陪你去找她，问清楚不就行了。安心啦，有我们陪着，还怕找不到人么，是吧，大小姐~
60130,谁允许你随便碰本小姐的！撒手！
60131,阿啦~你们的关系可真好~
60132,你们两个，打闹归打闹，小心些，别受伤了。
60133,快看！前面有个房子，看上去好像有人住的样子！
60134,那建筑看上去像是个修女院，这种树林深处居然会有修女院，真是少见啊。
60135,有人的话应该可以打听到些线索，我们去问问看吧。
60136,周围传来窸窸窣窣的声音，一群变异者围了过来  
60137,看来在过去之前，我们需要先热热身才行。
60138,碍事的变异者暂时被清退，一位美丽温和的女人出现在你们面前 
60139,你们好，谢谢你们帮孩子们清理了让他们害怕的东西。
60140,孩子们？
60141,女人身后探出来两个小脑袋。
60142,那…那个，哥哥姐姐，谢谢你们！
60143,没…没什么，也不是特别来救你们的…
60144,哦~大小姐害羞了啊，脸很红哦~嘻嘻。
60145,我才没有害羞！
60146,好了，你们两人别闹了
60147,这位小姐，请问你叫什么名字？
60148,我是玛利亚，修女院的管事修女，你是来找克里斯的吧
60149,你知道克里斯？！请告诉我她在哪里好吗？这对我来说很重要！
60150,克里斯现在不方便露面，讨伐队正在打探她的下落。 
60151,讨伐队是什么？为什么克里斯要躲着他们？
60152,抱歉，关于这一点，我也不是特别清楚，无法解答你的疑惑。
60153,身上的探测器突然发出警报，因子浓度变浓了！
60154,啧！碍事的家伙又来了！大家，准备作战！
60155,这里的因子浓度太高，不是安全的地方，大家还是先跟我回修女院吧。
60156,唔，浓度越来越高，再待下去，会有更多的变异者涌过来，还是先跟玛利亚离开再做打算吧。
60157,那就拜托玛利亚小姐带路了。
60158,请各位跟我来。
60159,玛利亚妈妈！
60160,好可爱的孩子呀~身上毛绒绒的，真是太可爱了！
60161,露娜对软乎乎毛绒绒的东西都非常没有抵抗力呢
60162,玛利亚妈妈…
60163,抱歉，这孩子很害羞。
60164,来，米露，别害怕，他们都是好人哦，来打招呼。
60165,那，那个，初次见面，我是米露，请，请多指教。
60166,你好，米露酱，很高兴认识你。
60167,诶嘿嘿
60168,米露刚才在干什么呢？
60169,米露呐，胡萝卜没有了，想去外面找胡萝卜
60170,现在外面很危险哦，米露还是暂时别出去比较好。
60171,可是可是，院里的食物快要吃完了，哥哥可以和米露一起去吗？今天是米露值日，不能让大家饿肚子的。
60172,这么可爱孩子的请求，当然不能拒绝了，是吧~
60173,那~~~
60174,这孩子恳切的眼神让人无法拒绝啊……
60175,米露酱，我们走吧。
60176,东边的树林还是比较安全的，你们可以去那边哦~米露，要好好跟着哥哥哦~
60177,好的~玛利亚妈妈~米露很快就回来了~
60178,玛利亚小姐请放心，我们会保护好米露的。
60179,哥哥，这边这边，这里有好多食物！
60180,那孩子身后的黑影！小心！
60181,呀！！！
60182,那个蠢兔子！快过来我这边！
60183,这笨蛋就交给露娜你了！
60184,露娜，带米露去安全的地方！
60185,我知道了，我先带这孩子回去，你们自己小心！
60186,艾希，雷莎娜，要上了！
60187,还用得着你说，嘿嘿，早就准备好了！
60188,让这些丑东西知道本小姐的厉害！
60189,总算是有惊无险，大家都没事吧？
60190,没事没事，这点数量还不够我练习的，大小姐~你怎么样啊？吓哭了没~
60191,说什么蠢话，本小姐是那么容易吓到的？哼！
60192,你们…是什么人？！
60193,！？
60194,啊哈哈哈！毛都吓炸了，大小姐你的胆子也太小了，哈哈哈哈！
60195,不准笑！
60196,你！我才要问你是谁？！突然跳出来吓死人了！
60197,吾身份，哪是那么容易告诉你们这些小毛孩儿的！
60198,一群人在这荒郊野外游荡，一看就不是什么好人！
60199,鬼鬼祟祟跟在吾后面，一定和那些无礼的家伙一样！这样的话，吾就让你们也尝尝厉害！
60200,那些家伙？
60201,喂！人家都打过来了，别发呆啊！
60202,奇怪，这人只防守不攻击，也没有和那些家伙一样的杀气。
60203,？什么啊？你们不是来抓吾的？
60204,打了这么久你才搞清楚吗？！喂！是谁一开始就认定我们不是好人抬手就打的啊！
60205,好了好了，误会解除了就行。
60206,无缘无故被打，一般人都会生气的吧，你这家伙是傻子吗？
60207,还有你，穿得像个古欧洲贵妇一样，打错了人难道不应该道歉吗？
60208,雷莎娜这是在帮我打抱不平么？
60209,啰嗦！谁帮你了！我是因为你被打太丢人了才开口的！
60210,既然不是对吾不利之人，吾为之前的莽撞道歉。
60211,这还差不多！
60212,现在可以告诉我们你是谁？为什么一个人在这荒野中吗？
60213,吾乃不死魔女莉亚，因被人追捕，所以才会躲在这里。
60214,原来是这样。
60215,吾想要和你们一道。
60216,诶？
60217,你不是被人追捕吗，怎么对刚认识的人就提出这样的要求？很可疑…
60218,你很强，可以保护吾。
60219,呃……就算你长得很可爱，但这么突然的请求还是有点……
60220,这跟长得可不可爱有什么关系你这个笨蛋！
60221,啊！！！
60222,是露娜的声音！从修女院那边传来的！
60223,我们快回去看看！
60224,这…修女院被打烂，孩子们也都受伤了……
60225,太过分了…竟然连这些无辜的孩子们都不放过！
60226,这个气息…高级变异者…
60227,喂，倒在那儿的是露娜！
60228,露娜！
60229,露娜你怎么样？
60230,我…咳咳…我没事，只是受了点轻伤，可是莉莉她…
60231,咳咳……好难受……好疼……
60232,莉莉她受了伤，这些变异者和之前的比强太多了。
60233,我得照顾孩子们，很难专心对付他们。
60234,玛利亚专心照顾孩子们就行，其他的交给我们。
60235,可是…
60236,你可是孩子们的妈妈呀，放心吧，我不会让你们有事的。
60237,那么，一切就拜托你了。
60238,什么嘛，原来所谓的高级变异者也不过如此。
60239,嗯？这熟悉的气息，和那孩子一样…
60240,有点意思，呐，你是什么人？
60241,这蛞蝓女人怎么回事，看上去有点恶心呢。
60242,你懂什么，自恋狂，那可是七美德之一，号称宽容的福斯蒂娜啊！
60243,又是七美德么…
60244,呐，第一次见面你就对我刀剑相向，似乎不是很有礼貌呢。
60245,我可不想和一个随意袭击别人的人空讲礼貌！
60246,敌意这么重，那就让我见识一下你真正的本事吧！
60247,可恶，低估了他的力量，没想到自己竟然会受这么重的伤！
60248,真是尽兴呢，好久没有和人打得这么痛快了！
60249,要不是还有任务在身，真想和你更深入地切磋呢~
60250,嘛，没办法呢，今天就到此为止吧，期待再次见到你的那一天~
60251,喂！别跑！打不过就跑算什么本事！
60252,艾希，别追了，先去看看大家的情况。
60253,玛利亚，情况怎么样？
60254,多亏有你们，孩子们的情绪也稳定下来了。
60255,那就好。
60256,我的脚受伤了，本来要去索兰斯特城拜访好友的，现在看来是去不成了。
60257,这封信和这本书可以麻烦你帮我交给索兰斯特的莉安娜祭司吗？
60258,蝴蝶形状的书，真是特别呢。
60259,是呀，这是莉安娜的书，上次来看孩子们的时候忘在这儿的，是个很好的孩子。
60260,对了，莉安娜对教会有深入的研究，或许她能知道关于克里斯讨伐队的事。
60261,那我们立刻出发前往索兰斯特城！






